,company_name,web,description,business_model,stage,city,email,phone_number_text,linkedin
0,Colossyan,www.colossyan.com,"At Colossyan we are building the next generation of content production technology. We are driving the synthetic media revolution of the 21st century, eager to see what we can achieve. Let’s challenge reality together!",b2b,seed,Wilmington,info@colossyan.com,,https://www.linkedin.com/company/colossyan
0,Framen,,,b2b,pre_seed,Berlin,info@framen.io,,https://www.linkedin.com/company/framen/
0,Yolife,,"Yolife is an app that helps people live longer in good health and avoid age-related diseases. Our vision is to add 15 healthy years to 1 billion people. We believe that the active and social pursuit of healthy longevity is the greatest potential to be unlocked in our society.

We have the opportunity to radically reduce our risk of age-related diseases like cardiovascular diseases, diabetes, cancer, and Alzheimer’s as well as to free ourselves from reoccurring illnesses and a general impairment of our capacities.

So much can be changed for the better through lifestyle changes. What is needed are right instructions, good experience design, and a social environment. This is what Yolife aims to provide for a large number of people of all ages.

It is not just a business for us, it is what we live ourselves and what improved our own lives so much that we cannot but make this our mission.

And the near future is even more promising. Breakthrough rejuvenation therapies and drug discoveries are on the rise to directly target aging as a disease and extend our overall healthy lifespan. Therefore, we will make Yolife a gateway to those exciting measures for as many people as possible.

We think that re-designing our habits and mindset for longevity and leveraging the achievements of science and technology for this purpose is the most important next step in human evolution. Being part of it makes our lives meaningful. That’s why we’ll never give up.",b2c,pre_seed,Berlin,contact@nightingalehealth.com,,https://www.linkedin.com/company/yolife/
0,Medlink,,At medlink we created a centralised locum tenens staffing system for hospitals. The platform connects hospitals with locum tenens and staffing agencies around Germany. Doctors and nurses can now be mobilised as quickly as possible - precisely tailored to the specific requirements.,b2b,pre_seed,Cologne,info@medlink.de,,https://www.linkedin.com/company/medlinkde/
0,Unown,unown-fashion.com,"UNOWN is sustainability meets embedded commerce solution. As a B2B software, we integrate rental and resale into fashion e-commerce. We provide the complete software layer (checkout, payment, product management, fulfillment software), and optionally operations. For our clients, the added services give 2-3x revenue per asset and higher customer retention.

What's more to know?
- Impact: We have shown to reduce clothing purchases by over 50% and extend the productive lifetime by up to 10x.
- Founders: Linda and Tina, 10yrs+ experience each in corporate and startup. Credentials: Oxford University, Accenture, Zeppelin University etc.
- Investors: Übermorgen VC, APX, Marc O'Polo CEO, Bongenie Grieder CEO, CapInCon family office, C-level business angels",b2b2c,seed,Hamburg,linda.ahrens@unown-fashion.com,,https://www.linkedin.com/company/unown
0,GlassDollar,,"GlassDollar is the operating system for corporations to purchase innovative solutions.

Our marketplace of startup solutions and Innovation Project management software help innovation teams to source, manage, and successfully scale impactful startup collaborations within their organisations.

By leveraging data and automation, we empower and streamline corporations’ activities throughout the whole innovation journey. From identifying new innovation opportunities within the organisation, to sourcing the best solution providers, and managing all stakeholders within the projects, our software enables innovation units to run higher quality PoCs and create real, measurable business impact.",b2b,pre_seed,Berlin,glassdollar.founders@apx.vc,,https://www.linkedin.com/company/glassdollar/
0,Seecares,,"SeeCares is a comprehensive, yet easy-to-use infrastructure for automating the commercial real estate financing dealfow. By applying deep technology to every point in the process, we optimize origination, streamline underwriting, help identify risk and opportunities, and generate instant credit memo. Save time and resources, and gain a full picture into every deal.",b2b,pre_seed,Tel Aviv,seecares.founders@apx.vc,,https://www.linkedin.com/company/seecares/
0,REO,www.reo.so,REO is the daily driver for real estate professionals.,b2b,seed,Berlin,lucas@reo.so,,https://www.linkedin.com/company/reo-software
0,RideBee,,RideBee is developing a platform for companies that supports the formation of carpools for employees and simplifies their daily organization.,b2b,pre_seed,Munich,ridebee.founders@apx.vc,,https://www.linkedin.com/company/ridebee/
0,Emmora,,Wir helfen Menschen Bestattungen ganz nach ihren Wünschen zu organisieren. Mit ausgewählten Partnern vor Ort garantieren wir einen reibungslosen Ablauf.,b2c,pre_seed,Hamburg,emmora.founders@apx.vc,,https://www.linkedin.com/company/emmora/
0,Mietwise,,"Rental deposits are undoubtedly an unpopular topic.

Rental deposits are a necessary evil for both tenants and landlords. However, making or receiving deposits is often slow, non-transparent and quite annoying for everyone involved.

This is exactly why mietwise exists. We make the rental deposit process as easy as possible for everyone.

We'll do it...

No paperwork. No bank visits. No stress. Much more free time!",b2b,pre_seed,Munich,hello@mietwise.com,,https://www.linkedin.com/company/mietwise/
0,Rvolt,,,b2b2c,pre_seed,Berlin,info@rvolt.io,,
0,Betafashion,,,b2b,seed,Berlin,betafashion.founders@apx.vc,,https://www.linkedin.com/company/betafashion/
0,Helios Aerospace,,,b2b,pre_seed,Berlin,helios.founders@apx.vc,,
0,ThisThat,https://www.thisthatapp.com,"ThisThat built the world's first fun survey platform (wild we know). This means we don't just have access to the 100s of millions of panelists globally but also we can target any audience from the 4bn social media users. We've nailed product market fit as the best influencer marketing measurement solution and we're elevating the industry with insight from influencer’s audiences.

Business Plan: https://drive.google.com/file/d/1kPIw4IaPw3uDR-tFn8z0c9yD9G7mzh1r/view?usp=sharing",b2b,seed,London,osborne@thisthatapp.com,07500948206,https://www.linkedin.com/company/thisthatapp
0,fridai,,"Fridai is an A.I.-powered voice assistant made for gamers, with never-lagging love.

Take a screenshot without pressing any buttons.
Interact with your stream while you keep your hands on the game.
Get walkthroughs when you’re stuck without having to find a wiki.",b2c,pre_seed,Berlin,isaac@hellofridai.com,,https://www.linkedin.com/company/fridai
0,Gamebuddy,,,b2c,pre_seed,Hamburg,,,https://www.linkedin.com/company/gamebuddy/
0,Pukket,,"Pukket is your AI assistant, helping you to automatically build and manage your social media community, resulting in brand advocacy and word-of-mouth at scale. 

We automatically identify your loyal brand advocates on social media, onboard them for you and help you manage them with ease for a long term relationship.

If UGC is an integral part of your marketing strategy and you have an active social media community, then you must give Pukket a try.",b2b,pre_seed,London,pukket.founders@apx.vc,,https://www.linkedin.com/company/pukket/
0,Remotemore,,"We help world-class developers to find full-time remote jobs. For companies, it is free to come and browse pre-vetted, remote developers. The future of work is remote, come and be part of it.",b2b,pre_seed,Chicago,remotemore.founders@apx.vc,,https://www.linkedin.com/company/remotemore/
0,Tucan.ai,,"At Tucan we rethink the way we do meetings. We provide software that automatically takes meeting notes for you, analyses and even summarises them. Our aim is to enable everyone to focus on what really matters to them in meetings. We take care of the rest. Tucan.ai was founded in 2019 by Florian Polak, Lukas Rintelen and Michael Schramm.",b2b,pre_seed,Berlin,team@tucan.ai,,https://www.linkedin.com/company/tucan-ai/
0,Innential,innential.com,"Innential is an employee education platform that saves HR and employees 100s of hours a month by optimizing learning budget spending and skill development process. 

We do that by providing employees hyper-personalized learning paths using market-available learning resources from over 30 providers (e.g. Online courses - Udemy, Books - Blinkist). To make life easy for employees and HR, Innential handles all administrative overhead related to learning budget management including purchasing, invoicing, and accounts for every learning resource.",b2b,pre_seed,Heidelberg,kris@innential.com,4915750455455,https://www.linkedin.com/company/innential
0,Spreadmix,,"Spreadmix captures and spreads music experiences worldwide in its most authenic and engaging form: 100% live. 

We are building the next social livestreaming  community for DJs, clubs, festivals and electronic music enthusiasts from all over the world. ",b2c,pre_seed,Karlsfeld,spreadmix.founders@apx.vc,,https://www.linkedin.com/company/spreadmix/
0,CYCLE,,"CYCLE offers tailor-made mobility services to last-mile delivery companies and couriers. The offer allows customers to subscribe to electric utility vehicles, including regular maintenance, software and insurance. CYCLE is driven to improve operations in the delivery sector, while reducing transport related CO2 emissions in cities.",b2b,seed,Berlin,info@cycle.eco,,https://www.linkedin.com/company/cycle-eco
0,Qualifyze,,"Qualifyze was originally founded under the name ChemSquare during the doctorate at the Technical University Darmstadt in September 2017. The company employs 60 employees across offices in Frankfurt and Barcelona. Today Qualifyze works on a global, digital network in which customers, suppliers, auditors, subcontractors, and authorities continuously and securely exchange quality data in order to make supply chains more transparent and secure. A global pool of independent and accredited auditors publish their results on the Qualifyze platform, giving companies access to relevant information and quality data from their suppliers without having to carry out extensive audits themselves. Due to the higher reuse of quality data, the total number of supplier audits is reduced, which results in a significant cost reduction for all interest groups in the industry and at the same time increases transparency and security along the value chain.",b2b,seed,Frankfurt,info@qualifyze.com,,https://www.linkedin.com/company/qualifyze
0,Dogo,,"Like humans, dogs need constant care and education — young or old.

Dog parents are looking for fun ideas on how to spend quality time with their dogs.

The inspiration for Dogo is Udra, whom Rasa and Tadas took from a shelter. She, like most puppies, was active and needed training. Her new parents enrolled her in a dog school, read books, and watched YouTube videos on how to best take care of her. Rasa, a veterinary doctor, and Tadas, software developer, saw an opportunity for an app that would help track your training progress and make dog training as fun as a game. That is how Dogo was born — the personalized, gamified dog training app. Udra is always ready to test our new features.

In 2019, Eliza, with a business background and experience in working at a few VC-backed companies, joined the team. Dogo secured the first investments and is now a strong team of 14 professionals.",b2c,seed,Berlin,dogo.founders@apx.vc,,https://www.linkedin.com/company/dogo-app/
0,Nitrobox,www.nitrobox.com,,b2b,seed,Hamburg,info@nitrobox.com,040605906300,https://www.linkedin.com/company/nitrobox-gmbh
0,Sharpist,,"Sharpist is a results-oriented, digital coaching provider with the mission to drive the growth of organizations and their people through 1:1 digital coaching and personalized learning journeys.

Learners in organizations from more than 30 countries worldwide meet their personal business coach from an international network of certified coaches via the Sharpist’s mobile or web app. For ideal learning success, the coaching is supplemented with personalized learning content.

Founded in 2018 by Hendrik Schriefer and Fabian Niedballa, Sharpist now employs close to 100 people in its Berlin and Munich offices.",b2b,series_a,Berlin,sharpist.founders@apx.vc,,https://www.linkedin.com/company/sharpist
0,Yolawo,,,b2b2c,pre_seed,Freiburg,yolawo.founders@apx.vc,,https://www.linkedin.com/company/yolawo-ug/
0,Loco Adventures,,"Loco empowers creatives to easily build location based AR games with no coding and sell them to players today. 
We are building a community of AR game creation pioneers ready for the next evolution in gaming.",b2b2c,seed,Berlin,loco.founders@apx.vc,,https://www.linkedin.com/company/loco-adventures
0,Trucksters,,Trucksters is a digital transport operator that provides a long-distance FTL trucking service through a relay model based on Optimization & AI.,b2b,seed,Madrid,trucksters.founders@apx.vc,,https://www.linkedin.com/company/trucksters/
0,box-to-box,,,b2c,pre_seed,Berlin,contact@boxtobox.app,,https://www.linkedin.com/company/box-to-box-app
0,Flow Lab,www.flowlab.com,"Flow Lab’s vision is to create the gym for the mind, so we can train our mind like our body. For real this time. The world around us is changing rapidly but our brains still operate almost identically to how they did 10,000 years ago. We are building the hyper-personalized mental and emotional fitness coach to help ambitious knowledge workers continuously update their minds, unlock their full potential & find Flow.",b2c,seed,Berlin,jonas.vossler@flowlab.com,4915787725739,https://www.linkedin.com/company/flowlab-app/
0,Watchbooks,,,b2c,seed,Baden,hello@cafka.com,,https://www.linkedin.com/company/watchbooks/
0,BILDIA,www.bildia.com,"Construction requires complex procurement of products, systems and services.

Builders and suppliers respond to deadlines, prices or performance specifications, closing hundreds of operations per project, equivalent to 65% of the project costs.

80% of them are SMEs that struggle in a disconnected market, consuming up to 30% of their time in these tasks.

BUILDERS source suppliers by inefficient means that prevent a global vision of projects and the market.

SUPPLIERS don’t know the real demand and pursue the wrong builders at the wrong time with the wrong products.

BILDIA is a SaaS Marketplace that connects and integrates supply and demand of resources for buildings dynamically and transparently, WITHOUT INTERMEDIARIES.

Companies interact confidentially, with freedom of communication and payment methods. Contracting is automated, improving speed, transparency and traceability. Perfect for bidding and building!

BILDIA, Building Connections for an industry in which everyone wins.",b2b,pre_seed,Madrid,info@bildia.com,34 651 759 067,https://www.linkedin.com/company/bildia/
0,Bluedot,,"We started Bluedot in 2019 with the belief that electric vehicles can help to transform businesses, city centers, and communities. To do that, Bluedot provides charging station owners with state of the art tools to manage. Engage EV drivers, reduce downtime and earn revenue from your charging station fleet.

Together, we would like to invite you on shaping the better future of the EV world. Let’s drive and earn with Bluedot!",b2b,,San Francisco,bluedot.founders@apx.vc,,https://www.linkedin.com/company/bluedottechnologies
0,foodable,,"Ernährung ist etwas Persönliches, etwas Individuelles. Unser Ziel ist es, DEINE Ernährung einfacher zu gestalten. Egal, ob du gerne experimentierst oder einfach neue Rezepte entdecken willst, ob du dich vegan ernähren möchtest, eine Glutenunverträglichkeit hast oder einfach fitter werden willst: Wir möchten die Frage „Was koche ich heute?“ beantworten und dir mit unserer Supermarkt-Kochbox ohne Abo deinen Einkauf abnehmen. Wir wollen dafür sorgen, dass du immer die richtigen Zutaten für Gerichte zu Hause hast, die zu dir passen. Kurzum: Wir möchten Ernährungsberater UND Einkaufsassistent sein. Für dich. In einer App.",b2c,pre_seed,Berlin,founders@foodable.de,,https://www.linkedin.com/company/foodableapp
0,enlivio,,"Enlivio is a medical software that enables rehabilitation at home. We put the therapist in the center and enable him or her to offer advanced teletherapeutic solutions to their patients. Patients receive a long term, personalized treatment with enlivio.",b2b2c,pre_seed,Vienna,enlivio.founders@apx.vc,436642319926,https://www.linkedin.com/company/enlivio/
0,PLAN3T,,"PLAN3T is a fintech that helps consumers to save money and CO2. By connecting their bank account with our app users can automatically track their carbon footprint, get personal recommendations on how to reduce it, and receive cashback for sustainable purchases. 
Our business model rests on partnerships with consumer-facing companies who use our platform to promote sustainable products and increase customer loyalty.",b2b2c,seed,Hamburg,plan3t.founders@apx.vc,4915223730802,https://www.linkedin.com/company/plan3t
0,Fyppit,,"A local product Ecommerce Marketplace.

We offer local shops a chance to list & sell their products to their city, while we manage the platform, marketing, customer support and deliveries.

Fyppit has a mission, to do good while doing well. Majority of our staff is differently-abled (deaf, mute or on Autistic Spectrum), and our motto is minimal waste & carbon footprint.

We envision the new normal to lean towards minimized contact, more work-from-home, more need for local businesses to be able to reach you at your home.
And Fyppit makes it possible.",b2b2c,pre_seed,Berlin,hey@fyppit.com,,https://www.linkedin.com/company/fyppit
0,Unosecur,www.unosecur.com,"We help organizations detect, quantify, remediate and centrally manage identity and access risks across accounts and multi-cloud platforms.",b2b,pre_seed,Berlin,santhosh@unosecur.com,4915901298308,https://www.linkedin.com/company/unosecur/
0,Snatch,https://roombles.com,"From fashion to jewelry, home décor, electronics, and much more. On Snatch, you’re just a tap away from your favorite products. Shop great deals and have your favorite things delivered to your place safely, easily and free of charge. With live auctions, you also have the opportunity to become active as a seller at Snatch and to auction your used or new items via live stream.",b2b2c,seed,Berlin ,hamed@snatch.live,4917642931352,https://www.linkedin.com/company/snatch-live
0,Syndicai,www.syndicai.co,"Syndicai is a cloud platform that deploys, manages, and scales any trained AI model in minutes with no configuration & infrastructure setup.",b2b,pre_seed,,marcin@syndicai.co,,https://www.linkedin.com/company/syndicai
0,lifelive.io,www.lifelive.io,"LifeLive is an interactive streaming tool that enables informal networking in remote business events. It provides HR managers with a virtual venue that facilitates structured events with high levels of networking and interaction. The networking mechanism was developed at large public music events where users attended for an average of 3 hours. Since shifting focus to corporate events in the second half of 2021, LifeLive has seen initial success and satisfied customers.",b2b,pre_seed,Berlin,daniel.breyer@lifelive.io,4915730307054,https://www.linkedin.com/company/lifelive-io
0,Forloop.ai,https://forloop.ai,"Today, most ML/AI projects fail due to the time and effort to have the data ready and the complexity in running continuous data workflows.

To solve that - Forloop.ai provides an easy-to-use data pipeline and preparation tool, with augmented intelligence. Accelerating the Data Scientist to go from messy data to value in matter of hours instead of months. The processes are then set up and continuously running as often as needed.

In order to accelerate the pre-model steps (clean, join, transform), Forloop.ai applies state-of-the-art statistical methods and machine learning algorithms to the data itself. All available in a cloud-managed, easy-to-use data pipeline tool supporting various data formats and fully integrated with Python.

Created Jan 2021 it is today adopted by data teams mainly within marketplaces, logistics, real estate.",b2b,pre_seed,Stockholm,forloop.founders@apx.vc,,https://www.linkedin.com/company/forloop-ai/
0,promiseQ,www.promiseq.com,"promiseQ enables system integrators and security operations centers to reduce the TCO of video-based security systems by filtering out false alarms caused by video surveillance. To do this, we are developing a self-learning, hybrid solution that combines AI and real-time crowdworking to filter false alarms by 99.9%.
promiseQ has already been funded by Bosch Startup Harbour and is currently supported by NVIDIA Inception and APX (Axel Springer Porsche) programs. We have successfully completed our first project in the market and generated our first revenues. Our pipeline is filled with qualified leads such as Bosch Security, Axel Springer HQ, and other midsized security companies from Germany.",b2b,pre_seed,Berlin,tolga@promiseq.com,01621898219,https://www.linkedin.com/company/promiseq
0,SQIN,www.sqin.co,"SQIN is an AI-based health platform that already offers the future of digital health-a fully integrated 360-degree patient journey.A completely digital solution for preventive health to health treatment to aftercare in one app. Using the phone's camera,skin diseases can be identified and the right personalized treatment and medication can be offered.With the help of dermatologists, digital prescriptions and integrated digital pharmacies, the value chain is complete. AI also makes a skin diagnosis and offers the appropriate accompanying OTC products for medical treatment or determines the skincare products you need for better skin.
From diagnosis to delivery of meds to your home in less than an hour.
SQIN has its vision on predictive healthcare by combining disease data, disease progression data, and comprehensive metadata. The AI makes it possible to understand risk factors at a deeper level than doctors and screening methods available today. This will enable a whole new field for innovation and the development of therapies and treatments. ",b2b,pre_seed,Berlin,info@sqin.co,017672670774,https://www.linkedin.com/company/SQIN
0,Mood Foods,www.mymoodfoods.com,"Next-generation of mood positive, functional, food and drink products designed to balance daily life.",b2c,pre_seed,London,moodfoods.founders@apx.vc,,https://www.linkedin.com/company/mood-foods
0,KOSA AI,www.kosa.ai,"KOSA helps you operationalize responsible AI principles.
Our state-of-the-art technology enables you to understand and mitigate AI bias and reduce risks.",b2b,,Amsterdam,kosaai.founders@apx.vc,,https://www.linkedin.com/company/kosa-ai
0,THE NEW HEALTH CLUB,,"We raise neural awareness, inform and talk about the new psychedelics - with podcasts, shows and events. Please subscribe to our newsletter /www.thenewhealthclub.de",b2c,pre_seed,Berlin,anne@thenewhealthclub.de,,https://www.linkedin.com/company/thenewhealthclub/
0,SYNSOR.AI,www.synsor.ai,"Synsor.ai is plugging its AI into existing (or specifically installed) cameras and uses deep learning to quickly teach it's visual AI what a good product and a good production process should look like. 
Based on that knowledge, we predict defects and defect sources based on systematic visual anomalies. These predictions are pushed to production operators in real time through SMS/E-mail etc. Not only enable we minimization of defects, we also allow the documentation of the action that led to the issue resolution, slowly building up a production knowledge database that mitigates skills shortage effects on production. ",b2b,pre_seed,Munich,b.gosse@synsor.ai,49 17634624930,https://www.linkedin.com/company/synsor-ai/
0,TERRAINQ Solutions,www.terrainq-solutions.com / www.ce-rtproof.com,"TerrainQ Solutions is an innovative consulting and certification company in the field of product safety, especially for CE regulations. Customers are exclusively players in the online trade. In addition to marketplaces and fulfillment providers, TerrainQ Solutions also offers consulting and webinars directly for online retailers.",b2b,pre_seed,Rüdersdorf bei Berlin,info@terrainq-solutions.com,,https://www.linkedin.com/company/terrainqsolutions
0,Exponential Technologies,www.x-t.ai,"We use cleverly engineered ML algorithms & data science, great UI/UX and flexible workflows to bridge the gap between data science, production and R&D in order to significantly lower the manufacturing Cost of Quality (which is estimated to be on average 25%+ of revenue for manufacturers).",b2b,seed,Riga,info@x-t.ai,371 26015247,https://www.linkedin.com/company/x-t
0,FYTA,https://fyta.de,"We create engaging indoor gardening experiences that connect people with plants. We offer  a place where you can find everything that you need to successfully grow plants at home : cool and inventive products, know-how, tips & tricks, and an amazing community.

Our vision is that everyone can enjoy a creative indoor gardening lifestyle  - no matter how and where they live.
",b2c,pre_seed,Berlin,claudia@fyta.de,4917672560275,https://www.linkedin.com/company/fyta
0,Deepgears,www.deepgears.com,"Incorrect sizes and unmet expectations on how garments fit represent not only the main drivers of returns, but also a significant inconvenience for customers who often resort to ordering multiple sizes to then send the unwanted items back. This process is cumbersome for customers, detrimental for both retailers' profitability and the environment, and urgent to solve (Rebound Returns data shows that apparel returns have skyrocketed by 63% during the pandemic). We, at DeepGears, are developing a software aiming at solving this problem.

With DeepGears, online shoppers can:

● Visualize how garments truly fit on their virtual character, featuring their very same body measurements
● Find out their perfect size
● Discover DeepGears’ recommended products, empowered by advanced analytics on users’ physical trait data

As a result, online consumers will shop online more easily, enjoying an experience closer to reality and ultimately return fewer unwanted items. Drawing from a successful Shopify’s case study on accessories, we have estimated that products equipped with DeepGears' software will experience a 20+% sales increase and 30+% reduction in returns. This will not only constitute an attractive value proposition to any retailer, but also reduce the immense amount of CO2 produced by the fashion industry.",b2b,pre_seed,London,info@deepgears.com,,https://www.linkedin.com/company/deepgears
0,HeyTimi,,"HeyTimi enables each student to have the best learning experience by merging blended learning and adaptive learning into a completely new learning format called Emerged Learning System (EMELEA® System). With the EMELEA system, HeyTimi offers the most advanced learning environment that increases tutoring efficacy, eliminates repetitive and redundant tasks for tutors, and makes it affordable for everyone.",b2c,seed,Munich,heytimi.founders@apx.vc,498938037553,https://www.linkedin.com/company/heytimi
0,nuvo,comdocks.com,"nuvo offers B2B SaaS companies an intelligent data importing experience by utilizing AI to retrieve file data in the correct format effortlessly. By implementing the nuvo importer with just a few lines of code, businesses can provide their customers with the most delightful import experience possible while focusing on actually growing sales.",b2b,seed,Hamburg,michael@getnuvo.com,4915901900979,https://www.linkedin.com/company/getnuvo/
0,heyvie,https://heyvie.io,"heyvie develops technology to make neurocentric training accessible on anyone’s smartphone.Starting out the heyvie mobile app focuses on solving all headache disorders like migraine. By the end of the year we will add brain-based plans for  backpain, neckpain and anxiety. By 2030 heyvie is going to reduce all non-structural sufferings by atleast 50% for 100M people. In the midsts of the COVID pandemic we started building a resilient society, in which people can manage pain and stress on their own. ",b2c,pre_seed,Karlsruhe,marius@heyvie.io,49 174 1948993,https://www.linkedin.com/company/heyvie
0,Bendi,www.bendi.wtf,"Helping companies stay compliant and go beyond reporting and visibility to understand and mitigate commercial risk related to environmental and social impacts. Starting with clothing and apparel vertical, and then on to other products/goods.
Pitch deck https://docsend.com/view/2vnw3vjmikhramwh",b2b,pre_seed,London,mandeep@bendi.ai,07810835944,https://www.linkedin.com/company/67214137
0,ucura (DeinePflege),www.deinepflege.de,"We believe that care should feel different for patients and their families. Not stressful and overburdening, but appreciative and fulfilling. We are convinced that this change can be achieved through more transparency, simplicity and targeted support. We want to give patients and their family members more time for the really important things in life – time spent together.",b2c,series_a,Konstanz,armando@deinepflege.de,,https://www.linkedin.com/company/ucura/
